hajagiree	हजगिरी
triyama	त्रियामा
fort	फोर्ट
bij	बिज
vektan	वेकटन
gorkhpur	गोरखपुर
signal	सिग्नल
hill	हिल
jimnasticks	जिमनास्टिक्स
abdur	अब्दुर
rakiba	रकीब
bijanour	बिजनौर
rocket	रॉकेट
girl	गर्ल
efrodayit	एफ्रोडाइट
sagar	सागर
sepika	सेपिक
pollutus	फ्ल्यूट्स
canenagra	कनेनगरा
gran	ग्रान
canaria	कनारिया
galan	गलन
sher	शेर
khan	खान
kaindi	कैंडी
kaunrad	कौनराड
gahra	गहरा
jakham	ज़ख्म
trinidad	त्रिनिदाद
and	एण्ड
tobgo	टोबॅगो
phalwal	फलेवाल
dabir	डबीर
ivant	इवांथ
plainfield	प्लेनफिल्ड
baybal	बायबल
sugandh	सुगंध
rajar	रॉजर
tolchard	टोल्चार्ड
pramiti	प्रमिति
ratul	रतुल
sourabhi	सौरभि
gmn	गमन
mithil	मिथिल
mkati	मकाती
faiz	फैज़
bacheli	बचेली
comcast	कॉमकास्ट
fred	फ्रेड
titumus	टिटमस
united	यूनाइटेड
ovarasis	ओवरसीस
bank	बैंक
plaza	प्लाज़ा
anand	आनंद
bazaar	बाज़ार
patrika	पत्रिका
jahid	ज़ाहिद
sayeed	सईद
landes	लॉनडेस
international	इंटरनेशनल
center	सेंटर
off	ऑफ
photography	फोटोग्राफी
selvin	सेल्विन
somendra	सोमेंद्र
babrala	बाब्रला
anandamayi	आनंदमयी
we	हम
from	से
not	न
won	जीता
a	कोई
thirumurthi	थिरुमूर्थी
reservoir	रिज़रवायर
mount	माउंट
camel	कारमेल
school	स्कूल
scent	सेंट
stenislas	स्टेनिस्लॉस
hai	हाई
school	स्कूल
mumbai	मुम्बई
sompal	सोमपाल
melison	मेलिसन
sete	सेटे
sidatus	सिडाडेस
masuumaha	मसूमाह
kashmakash	कश्मकश
gaali	गाली
pharza	फर्ज़
aur	और
kanoon	कानून
sipahsalaar	सिपहसलार
bretagne	ब्रेटाग्ने
pomoeliya	पामेलिया
sindur	सिंदूर
and	और
gun	बंदूक
garwah	गढ़वा
worship	पूजा
te	के
flower	फूल
bheautiful	खूबसूरत
vico	विको
tandem	टैंडम
cycling	सायकलिंग
vageesh	वागीश
rupaye	रुपए
ki	की
kahani	कहानी
rai	रॉय
fredriquez	फ्रेडरिक्स
wethika	वीथिका
anokha	अनोखा
prem	प्रेम
yud	युद्ध
alipur	अलीपुर
dwar	द्वार
junction	जंक्शन
gachipura	गच्चीपुरा
dabhora	दभौरा
kulthum	कुलथुम
markat	मरकत
kilmore	किलमोर
kabeerah	कबीराह
vilda	विल्डा
iceling	ऐस्लिंग
kabir	कबीर
khan	खान
elizabeth	एलिज़ाबेथ
dol	डोल
mujrim	मुजरिम
kaun	कौन
khooni	खूनी
kaun	कौन
sin	सैन
remo	रेमो
music	म्युज़िक
fesival	फेस्टिवल
shikairi	शिकारी
dalseena	डल्सिना
aathtvale	आठवले
pens	पेन्स
vanlvarin	वॉल्वरिन
egg	यैंग
kin	किन
jayvanti	जयवंती
mathilda	मथिल्डा
jailiya	जैलिया
hurmat	हुरमत
general	जनरल
slogam	स्लोकम
veens	विंस
hug	हॉग
smaram	स्मरम
culbhushna	कुलभूषण
ati	अति
vishishta	विशिष्ट
sewa	सेवा
medal	मेडल
riki	रिकी
clerk	क्लार्क
kashelekar	कशेलीकर
livenen	लैवनन
rachita	रचिता
kiran	किरण
bedi	बेदी
mera	मेरा
dharam	धरम
hatimtai	हातिमताई
daku	डाकू
aur	और
javan	जवान
khalil	खलील
poonam	पूनम
ka	का
chand	चाँद
vimog	विमोघ
badarpur	बदरपुर
junction	जंक्शन
chini	चीनी
jaadugar	जादूगर
coimbatore	कोयम्बटूर
jegleen	जैजलिन
gurudwara	गुरूद्वारा
nankana	ननकाना
sahib	सहिब
archidis	आर्केडिस
abhba	आभा
roan	रोन
heart	हार्ट
mrutyunjay	मृत्युंजय
aerabela	एराबेला
sudhanshu	सुधांशु
phir	पीर
haathi	हाथी
k	के
tainth	दाँत
gopecaint	गोपीचंद
jachoose	जासूस
elvin	एल्विन
greenigh	ग्रीनिज
exakailiber	एक्सकैलिबर
bruekalin	ब्रुकल‍िन
mugieum	म्युज़ियम
geeti	गीति
eger	ऐगर
chitrekha	चित्ररेखा
nathan	नाथन
braken	ब्रेकन
meenu	मीनू
masani	मसानी
almlhakhurd	आम्लाखुर्द
maining	मैनिंग
martin	मार्टिन
suji	सूजी
mutayyib	मुताय्यिब
vardha	वर्धा
anandh	आनंद
aur	और
anandh	आनंद
aenet	एनेट
badansiba	बद‍नसीब
anil	अनिल
dalpat	दल्पत
basraayi	बसराई
abdul	अब्दुल
muyed	मुएद
sudeepa	सुदीपा
geof	जिऑफ
cook	कुक
wagmita	वाग्मिता
carolina	कैरोलिना
brayla	ब्रायला
choursi	चौरसी
carale	कराले
absr	आबशर
swarupa	स्वरूपा
auraiya	औरैया
kannauj	कन्नौज
fort	फोर्ट
biz	बिज
vuren	व्युरेन
doren	डॉरेन
gough	गॉ
arch	आर्क
royal	रॉयल
jahaj	जाहज
fuso	फूसो
dandeli	डांडेली
hescal	हैस्कल
ojarkhed	ओज़रखेद
dam	डैम
ebra	एब्रा
da	द
british	ब्रिटिश
museum	म्युज़ियम
saras	सरस
ek	एक
bar	बार
muskura	मुस्कुरा
do	दो
aakhi	आधी
rat	रात
rayane	रयानएअर
holdings	होल्डिंग्ज
bhenavaliya	भिनवालिया
patro	पेड्रो
edamerailte	एडमिरैल्टी
abdul	अब्दुल
muhayameen	मुहायमीन
peyalee	पियाली
anitaigh	अनितेज
gajali	गज़ाली
kanig	कॉनिग
igleewamit	क्लीवेंट
cairon	कैरोन
nicco	निको
palako	पलकों
kee	की
chav	छाँव
mai	में
aurvashey	और्वशेय
raahgeer	राहगीर
magaahinga	मगाहिंगा
gorilla	गोरिल्ला
kira	किरा
lutus	लूट्स
basman	बॉसमन
pyar	प्यार
ka	का
pahla	पहला
sawan	सावन
extrazeneka	एस्ट्राज़ेनेका
kairi	कैरी
grant	ग्रांट
mueseum	म्युज़ियम
aaph	ऑफ
endhropology	एन्थ्रोपॉलॉजी
arabian	अरेबियन
nigt	नाइट
wireless	वायरलेस
mueseum	म्युज़ियम
waste	वेस्ट
cost	कोस्ट
pep	पेप
capivara	कैपीवारा
maude	मौडे
linda	लिंडा
ronstadt	रॉन्सडेट
college	कॉलेज
football	फुटबॉल
awards	अवार्ड्‍स
annapurna	अन्नपूर्णा
impatient	बेताब
i	मैं
aawara	आवारा
houn	हूँ
abeera	अबीरा
mjedar	मजेदार
dapeng	डापेन्ग
international	इंटरनेशनल
plaza	प्लाज़ा
ramashray	रामाश्रय
maandsheyr	मॉन्टशायर
museum	म्युज़ियम
aaf	ऑफ
science	साइन्स
mitti	मिट्टी
ke	के
khillone	खिलौने
peter	पीटर
phaltan	फल्टन
rukmini	रुक्मणी
haran	हरण
merk	मर्क
pharma	फ़ार्मा
smita	स्मिता
haaron	हारून
panch	पाँच
dushman	दुश्मन
kelvin	केल्विन
delhi	डेल्ही
fort	फोर्ट
aaj	आज
ki	की
power	ताक़त
firefly	जुगनू
board	मंडल
kanwaljeet	कंवलजीत
griffin	ग्रिफिन
poetry	पोएट्री
prize	प्राइज़
immortal	अमर
power	शक्ति
faseeh	फसीह
little	लिटिल
richard	रिचर्ड
dalmera	डलमेरा
hathkadi	हथकड़ी
interceptor	इंटरसेपटर
pyar	प्यार
mohabbat	मोहब्बत
murdabad	मुरादाबाद
emet	एमेट
arctic	आर्कटिक
aoshan	ओशन
bansipur	बंसीपुर
bina	बिन
maa	माँ
ke	के
bachhe	बच्चे
avinash	अविनाश
shahar	शहर
ka	का
jadu	जादू
bahoo	बहू
ho	हो
to	तो
aisee	ऐसी
vartamanam	वर्तमानम
jayaprada	जयप्रदा
baink	बैंक
aanf	ऑफ
america	अमेरिका
santer	सेन्टर
goresuvr	गोरेसुवर
hockey	हॉकी
raghuvansh	रघुवंश
christine	क्रिस्टीन
dewalgaon	देवालगांव
bombay	बॉम्बे
of	की
cat	बिल्ली
diamond	हीरों
of	का
chor	चोर
lajvanti	लाजवंती
makhdoom	मखदूम
kiran	किरण
municipal	म्युन‍िस‍िपल
gallery	गैलरी
of	ऑफ
roods	रोड्स
dendola	डैंडोलो
magret	माग्रेट
bombay	बॉम्बे
rat	रात
ki	की
bahong	बाहों
main	में
midway	मिडवे
loikoris	लाइकोरिस
doss	दास
gurudwara	गुरूद्वारा
jand	जंड
sahib	साहिब
abdul	अब्दुल
vali	वली
ek	एक
bap	बाप
chah	छह
bete	बेटे
saba	सबा
karim	करीम
laagu	लागुआन्स
d	डी
zempoala	ज़ेम्पोआला
annapurna	अन्नपूर्णा
manjural	मंजुरल
islam	इस्लाम
milo	मिलो
cioda	चियोदा
